Dimension,Target Ratio,b,alpha,k,MPAD Accuracy,PCA Accuracy,UMAP Accuracy,Isomap Accuracy,KernelPCA Accuracy,MDS Accuracy,Better Method,DW-PMAD Time (s),PCA Time (s),UMAP Time (s),Isomap Time (s),KernelPCA Time (s),MDS Time (s),Autoencoder Accuracy,FastICA Accuracy,FeatureAgglomeration Accuracy,LLE Accuracy,NMF Accuracy,RandomProjection Accuracy,VAE Accuracy,tSNE Accuracy,Autoencoder MethodTime(s),FastICA MethodTime(s),FeatureAgglomeration MethodTime(s),LLE MethodTime(s),NMF MethodTime(s),RandomProjection MethodTime(s),VAE MethodTime(s),tSNE MethodTime(s)
200,0.05,40,50,10,0.224242424,0.367676768,0.362289562,0.234343434,0.234343434,0.377104377,mds,25.33971008,0.010999565,1.169965267,0.246669322,0.101826149,5.77730774,0.2555555555555555,0.3434343434343434,0.3208754208754208,0.1855218855218855,0.3326599326599326,0.1973063973063973,0.3481481481481481,0.3501683501683502,1.0894530999939889,0.0316578999918419,0.0195622999744955,0.1178593000222463,0.2748302000109106,0.0177638000168371,1.1677611999912187,11.07327239998267
200,0.05,40,50,15,0.265768799,0.420426487,0.419977553,0.273849607,0.273176207,0.442648709,mds,25.33971008,0.010999565,1.169965267,0.246669322,0.101826149,5.77730774,0.2924803591470258,0.3921436588103255,0.372615039281706,0.2381593714927048,0.3750841750841751,0.2430976430976431,0.3982042648709315,0.3957351290684624,1.0894530999939889,0.0316578999918419,0.0195622999744955,0.1178593000222463,0.2748302000109106,0.0177638000168371,1.1677611999912187,11.07327239998267
200,0.05,40,10000,1,0.053872054,0.154882155,0.107744108,0.057239057,0.074074074,0.121212121,pca,27.01382898,0.011691209,1.193168491,0.244190023,0.107097977,6.331757842,0.074074074074074,0.1515151515151515,0.1346801346801346,0.0303030303030303,0.1582491582491582,0.0707070707070707,0.1313131313131313,0.138047138047138,1.0894530999939889,0.0316578999918419,0.0195622999744955,0.1178593000222463,0.2748302000109106,0.0177638000168371,1.1677611999912187,11.07327239998267
200,0.05,40,10000,3,0.117845118,0.228956229,0.19640853,0.127946128,0.138047138,0.234567901,mds,27.01382898,0.011691209,1.193168491,0.244190023,0.107097977,6.331757842,0.1492704826038159,0.2210998877665544,0.1952861952861952,0.0830527497194163,0.2121212121212121,0.122334455667789,0.2199775533108866,0.2109988776655443,1.0894530999939889,0.0316578999918419,0.0195622999744955,0.1178593000222463,0.2748302000109106,0.0177638000168371,1.1677611999912187,11.07327239998267
200,0.05,40,10000,6,0.179012346,0.309203143,0.300224467,0.191919192,0.191358025,0.305274972,pca,27.01382898,0.011691209,1.193168491,0.244190023,0.107097977,6.331757842,0.1936026936026936,0.2895622895622896,0.260381593714927,0.1290684624017957,0.2772166105499439,0.1616161616161616,0.2912457912457912,0.292368125701459,1.0894530999939889,0.0316578999918419,0.0195622999744955,0.1178593000222463,0.2748302000109106,0.0177638000168371,1.1677611999912187,11.07327239998267
200,0.05,40,10000,10,0.225925926,0.367676768,0.362289562,0.234343434,0.234343434,0.377104377,mds,27.01382898,0.011691209,1.193168491,0.244190023,0.107097977,6.331757842,0.2555555555555555,0.3434343434343434,0.3208754208754208,0.1855218855218855,0.3326599326599326,0.1973063973063973,0.3481481481481481,0.3501683501683502,1.0894530999939889,0.0316578999918419,0.0195622999744955,0.1178593000222463,0.2748302000109106,0.0177638000168371,1.1677611999912187,11.07327239998267
200,0.05,40,10000,15,0.2664422,0.420426487,0.419977553,0.273849607,0.273176207,0.442648709,mds,27.01382898,0.011691209,1.193168491,0.244190023,0.107097977,6.331757842,0.2924803591470258,0.3921436588103255,0.372615039281706,0.2381593714927048,0.3750841750841751,0.2430976430976431,0.3982042648709315,0.3957351290684624,1.0894530999939889,0.0316578999918419,0.0195622999744955,0.1178593000222463,0.2748302000109106,0.0177638000168371,1.1677611999912187,11.07327239998267
200,0.1,40,1,1,0.161616162,0.272727273,0.087542088,0.067340067,0.121212121,0.208754209,pca,27.40420666,0.012378306,1.386494961,0.250503662,0.090466458,6.634228117,0.1144781144781144,0.2491582491582491,0.1414141414141414,0.0673400673400673,0.1750841750841751,0.1515151515151515,0.1919191919191919,0.0639730639730639,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,1,3,0.25701459,0.368125701,0.194163861,0.154882155,0.191919192,0.312008979,pca,27.40420666,0.012378306,1.386494961,0.250503662,0.090466458,6.634228117,0.1975308641975308,0.3097643097643097,0.2188552188552188,0.1111111111111111,0.2940516273849607,0.2267115600448933,0.2704826038159371,0.1290684624017957,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,1,6,0.326599327,0.424242424,0.286756453,0.221099888,0.254208754,0.388888889,pca,27.40420666,0.012378306,1.386494961,0.250503662,0.090466458,6.634228117,0.2783389450056117,0.3748597081930415,0.2884399551066218,0.1649831649831649,0.3636363636363636,0.2850729517396184,0.3355780022446689,0.1958473625140291,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,1,10,0.373400673,0.485858586,0.358922559,0.268350168,0.298653199,0.459259259,pca,27.40420666,0.012378306,1.386494961,0.250503662,0.090466458,6.634228117,0.3383838383838384,0.4296296296296296,0.3461279461279461,0.2185185185185185,0.4074074074074074,0.3286195286195286,0.4101010101010101,0.2464646464646464,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,1,15,0.421548822,0.535578002,0.409652076,0.308641975,0.340965208,0.513580247,pca,27.40420666,0.012378306,1.386494961,0.250503662,0.090466458,6.634228117,0.3907968574635241,0.4673400673400673,0.3977553310886644,0.2520763187429854,0.4527497194163861,0.378675645342312,0.4531986531986532,0.2886644219977553,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,6,1,0.161616162,0.272727273,0.087542088,0.067340067,0.121212121,0.208754209,pca,42.13917278,0.012409383,1.3652583,0.247333314,0.083653333,6.359786967,0.1144781144781144,0.2491582491582491,0.1414141414141414,0.0673400673400673,0.1750841750841751,0.1515151515151515,0.1919191919191919,0.0639730639730639,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,6,3,0.25701459,0.368125701,0.194163861,0.154882155,0.191919192,0.312008979,pca,42.13917278,0.012409383,1.3652583,0.247333314,0.083653333,6.359786967,0.1975308641975308,0.3097643097643097,0.2188552188552188,0.1111111111111111,0.2940516273849607,0.2267115600448933,0.2704826038159371,0.1290684624017957,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,6,6,0.329405163,0.424242424,0.286756453,0.221099888,0.254208754,0.388888889,pca,42.13917278,0.012409383,1.3652583,0.247333314,0.083653333,6.359786967,0.2783389450056117,0.3748597081930415,0.2884399551066218,0.1649831649831649,0.3636363636363636,0.2850729517396184,0.3355780022446689,0.1958473625140291,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,6,10,0.373737374,0.485858586,0.358922559,0.268350168,0.298653199,0.459259259,pca,42.13917278,0.012409383,1.3652583,0.247333314,0.083653333,6.359786967,0.3383838383838384,0.4296296296296296,0.3461279461279461,0.2185185185185185,0.4074074074074074,0.3286195286195286,0.4101010101010101,0.2464646464646464,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,6,15,0.421548822,0.535578002,0.409652076,0.308641975,0.340965208,0.513580247,pca,42.13917278,0.012409383,1.3652583,0.247333314,0.083653333,6.359786967,0.3907968574635241,0.4673400673400673,0.3977553310886644,0.2520763187429854,0.4527497194163861,0.378675645342312,0.4531986531986532,0.2886644219977553,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,12,1,0.158249158,0.272727273,0.087542088,0.067340067,0.121212121,0.208754209,pca,49.67495603,0.011404895,1.380476261,0.249711514,0.132245877,6.399591419,0.1144781144781144,0.2491582491582491,0.1414141414141414,0.0673400673400673,0.1750841750841751,0.1515151515151515,0.1919191919191919,0.0639730639730639,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,12,3,0.255892256,0.368125701,0.194163861,0.154882155,0.191919192,0.312008979,pca,49.67495603,0.011404895,1.380476261,0.249711514,0.132245877,6.399591419,0.1975308641975308,0.3097643097643097,0.2188552188552188,0.1111111111111111,0.2940516273849607,0.2267115600448933,0.2704826038159371,0.1290684624017957,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,12,6,0.328843996,0.424242424,0.286756453,0.221099888,0.254208754,0.388888889,pca,49.67495603,0.011404895,1.380476261,0.249711514,0.132245877,6.399591419,0.2783389450056117,0.3748597081930415,0.2884399551066218,0.1649831649831649,0.3636363636363636,0.2850729517396184,0.3355780022446689,0.1958473625140291,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,12,10,0.374747475,0.485858586,0.358922559,0.268350168,0.298653199,0.459259259,pca,49.67495603,0.011404895,1.380476261,0.249711514,0.132245877,6.399591419,0.3383838383838384,0.4296296296296296,0.3461279461279461,0.2185185185185185,0.4074074074074074,0.3286195286195286,0.4101010101010101,0.2464646464646464,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,12,15,0.42312009,0.535578002,0.409652076,0.308641975,0.340965208,0.513580247,pca,49.67495603,0.011404895,1.380476261,0.249711514,0.132245877,6.399591419,0.3907968574635241,0.4673400673400673,0.3977553310886644,0.2520763187429854,0.4527497194163861,0.378675645342312,0.4531986531986532,0.2886644219977553,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,18,1,0.158249158,0.272727273,0.087542088,0.067340067,0.121212121,0.208754209,pca,42.70044095,0.011636593,1.373333461,0.24907326,0.081306426,6.339210634,0.1144781144781144,0.2491582491582491,0.1414141414141414,0.0673400673400673,0.1750841750841751,0.1515151515151515,0.1919191919191919,0.0639730639730639,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,18,3,0.260381594,0.368125701,0.194163861,0.154882155,0.191919192,0.312008979,pca,42.70044095,0.011636593,1.373333461,0.24907326,0.081306426,6.339210634,0.1975308641975308,0.3097643097643097,0.2188552188552188,0.1111111111111111,0.2940516273849607,0.2267115600448933,0.2704826038159371,0.1290684624017957,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,18,6,0.324354658,0.424242424,0.286756453,0.221099888,0.254208754,0.388888889,pca,42.70044095,0.011636593,1.373333461,0.24907326,0.081306426,6.339210634,0.2783389450056117,0.3748597081930415,0.2884399551066218,0.1649831649831649,0.3636363636363636,0.2850729517396184,0.3355780022446689,0.1958473625140291,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,18,10,0.371043771,0.485858586,0.358922559,0.268350168,0.298653199,0.459259259,pca,42.70044095,0.011636593,1.373333461,0.24907326,0.081306426,6.339210634,0.3383838383838384,0.4296296296296296,0.3461279461279461,0.2185185185185185,0.4074074074074074,0.3286195286195286,0.4101010101010101,0.2464646464646464,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,18,15,0.423344557,0.535578002,0.409652076,0.308641975,0.340965208,0.513580247,pca,42.70044095,0.011636593,1.373333461,0.24907326,0.081306426,6.339210634,0.3907968574635241,0.4673400673400673,0.3977553310886644,0.2520763187429854,0.4527497194163861,0.378675645342312,0.4531986531986532,0.2886644219977553,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,25,1,0.161616162,0.272727273,0.087542088,0.067340067,0.121212121,0.208754209,pca,42.01517879,0.010756831,1.377577524,0.250131399,0.106156074,6.171135185,0.1144781144781144,0.2491582491582491,0.1414141414141414,0.0673400673400673,0.1750841750841751,0.1515151515151515,0.1919191919191919,0.0639730639730639,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,25,3,0.25701459,0.368125701,0.194163861,0.154882155,0.191919192,0.312008979,pca,42.01517879,0.010756831,1.377577524,0.250131399,0.106156074,6.171135185,0.1975308641975308,0.3097643097643097,0.2188552188552188,0.1111111111111111,0.2940516273849607,0.2267115600448933,0.2704826038159371,0.1290684624017957,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,25,6,0.330527497,0.424242424,0.286756453,0.221099888,0.254208754,0.388888889,pca,42.01517879,0.010756831,1.377577524,0.250131399,0.106156074,6.171135185,0.2783389450056117,0.3748597081930415,0.2884399551066218,0.1649831649831649,0.3636363636363636,0.2850729517396184,0.3355780022446689,0.1958473625140291,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,25,10,0.373063973,0.485858586,0.358922559,0.268350168,0.298653199,0.459259259,pca,42.01517879,0.010756831,1.377577524,0.250131399,0.106156074,6.171135185,0.3383838383838384,0.4296296296296296,0.3461279461279461,0.2185185185185185,0.4074074074074074,0.3286195286195286,0.4101010101010101,0.2464646464646464,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,25,15,0.421099888,0.535578002,0.409652076,0.308641975,0.340965208,0.513580247,pca,42.01517879,0.010756831,1.377577524,0.250131399,0.106156074,6.171135185,0.3907968574635241,0.4673400673400673,0.3977553310886644,0.2520763187429854,0.4527497194163861,0.378675645342312,0.4531986531986532,0.2886644219977553,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,35,1,0.164983165,0.272727273,0.087542088,0.067340067,0.121212121,0.208754209,pca,70.26227743,0.01112173,1.378112968,0.249765597,0.115083085,6.147365764,0.1144781144781144,0.2491582491582491,0.1414141414141414,0.0673400673400673,0.1750841750841751,0.1515151515151515,0.1919191919191919,0.0639730639730639,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,35,3,0.260381594,0.368125701,0.194163861,0.154882155,0.191919192,0.312008979,pca,70.26227743,0.01112173,1.378112968,0.249765597,0.115083085,6.147365764,0.1975308641975308,0.3097643097643097,0.2188552188552188,0.1111111111111111,0.2940516273849607,0.2267115600448933,0.2704826038159371,0.1290684624017957,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,35,6,0.326038159,0.424242424,0.286756453,0.221099888,0.254208754,0.388888889,pca,70.26227743,0.01112173,1.378112968,0.249765597,0.115083085,6.147365764,0.2783389450056117,0.3748597081930415,0.2884399551066218,0.1649831649831649,0.3636363636363636,0.2850729517396184,0.3355780022446689,0.1958473625140291,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,35,10,0.374747475,0.485858586,0.358922559,0.268350168,0.298653199,0.459259259,pca,70.26227743,0.01112173,1.378112968,0.249765597,0.115083085,6.147365764,0.3383838383838384,0.4296296296296296,0.3461279461279461,0.2185185185185185,0.4074074074074074,0.3286195286195286,0.4101010101010101,0.2464646464646464,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,35,15,0.421997755,0.535578002,0.409652076,0.308641975,0.340965208,0.513580247,pca,70.26227743,0.01112173,1.378112968,0.249765597,0.115083085,6.147365764,0.3907968574635241,0.4673400673400673,0.3977553310886644,0.2520763187429854,0.4527497194163861,0.378675645342312,0.4531986531986532,0.2886644219977553,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
200,0.1,40,50,1,0.161616162,0.272727273,0.087542088,0.067340067,0.121212121,0.208754209,pca,36.60196772,0.011246535,1.370152183,0.254614745,0.120783254,7.020435917,0.1144781144781144,0.2491582491582491,0.1414141414141414,0.0673400673400673,0.1750841750841751,0.1515151515151515,0.1919191919191919,0.0639730639730639,0.7814845999819227,0.0301357000134885,0.0081667999911587,0.1124389999895356,0.4585759000037797,0.00191970000742,1.3741706000000704,11.248157599999104
